-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/21/2022 through 12/21/2023 
Location: Latitude  -22.9478   Longitude -47.1487 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 755.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,RH2M,PRECTOTCORR,PS,WS10M,WD10M
2023,1,8,21,92.62,0.02,93.11,5.53,134.26
2023,1,8,22,93.19,0.02,93.09,5.51,135.75
2023,1,8,23,93.56,0.03,93.0,5.44,136.34
2023,1,9,0,94.06,0.03,92.92,5.41,133.95
2023,1,9,1,94.5,0.03,92.86,5.47,128.21
2023,1,9,2,94.81,0.02,92.81,5.07,126.09
2023,1,9,3,94.94,0.01,92.8,4.73,126.47
2023,1,9,4,95.19,0.01,92.82,4.36,131.15
2023,1,9,5,95.44,0.02,92.88,3.97,136.2
2023,1,9,6,94.25,0.04,92.93,3.71,135.09
2023,1,9,7,92.06,0.04,92.97,3.47,123.62
2023,1,9,8,88.69,0.04,93.0,3.4,87.24
2023,1,9,9,85.94,0.23,93.03,3.43,38.72
2023,1,9,10,84.31,0.45,93.02,3.63,358.64
2023,1,9,11,81.94,0.65,92.99,3.92,333.49
2023,1,9,12,77.88,0.77,92.94,4.04,320.02
2023,1,9,13,73.88,0.81,92.88,3.95,311.79
2023,1,9,14,72.31,0.68,92.83,3.64,304.17
2023,1,9,15,74.56,0.64,92.8,2.88,296.63
2023,1,9,16,78.0,0.63,92.8,1.8,284.82
2023,1,9,17,81.19,0.57,92.82,0.86,245.77
2023,1,9,18,89.62,0.41,92.87,1.05,169.28
2023,1,9,19,94.06,0.28,92.93,1.7,144.55
2023,1,9,20,95.19,0.21,92.96,2.02,130.91
2023,1,9,21,96.0,0.19,92.99,2.5,120.17
2023,1,9,22,96.94,0.23,92.97,2.86,112.64
2023,1,9,23,97.38,0.46,92.93,2.87,106.27
2023,1,10,0,97.62,0.59,92.88,2.68,100.26
2023,1,10,1,97.69,0.22,92.84,2.51,91.78
2023,1,10,2,97.69,0.03,92.81,2.34,77.49
2023,1,10,3,98.0,0.02,92.81,1.91,66.06
2023,1,10,4,98.44,0.02,92.84,1.57,53.93
2023,1,10,5,98.44,0.02,92.92,1.47,36.99
2023,1,10,6,95.81,0.02,92.99,2.34,21.16
2023,1,10,7,93.5,0.02,93.03,2.78,4.35
2023,1,10,8,87.44,0.05,93.03,3.49,345.5
2023,1,10,9,81.62,0.45,93.01,3.67,333.71
2023,1,10,10,78.19,0.76,92.98,3.94,325.33
2023,1,10,11,75.25,0.89,92.97,4.53,316.54
2023,1,10,12,73.69,1.08,92.95,4.91,308.86
2023,1,10,13,74.5,0.98,92.91,4.77,305.46
2023,1,10,14,77.69,0.87,92.86,4.27,303.95
2023,1,10,15,81.56,0.76,92.84,3.61,303.0
2023,1,10,16,85.62,0.77,92.82,2.71,305.98
2023,1,10,17,91.06,0.76,92.84,1.77,314.64
2023,1,10,18,95.69,0.68,92.86,1.42,329.9
2023,1,10,19,96.75,0.59,92.91,1.61,347.38
2023,1,10,20,98.19,0.45,92.96,1.71,2.88
2023,1,10,21,98.94,0.32,93.0,1.8,11.26
2023,1,10,22,99.25,0.14,92.99,1.83,11.31
2023,1,10,23,99.12,0.03,92.93,1.9,9.0
2023,1,11,0,98.94,0.01,92.87,1.97,2.05
2023,1,11,1,98.94,0.01,92.84,1.97,352.93
2023,1,11,2,98.94,0.01,92.83,1.81,345.78
2023,1,11,3,99.0,0.02,92.82,1.7,341.57
2023,1,11,4,98.94,0.02,92.84,1.73,344.59
2023,1,11,5,98.62,0.03,92.89,2.02,353.12
2023,1,11,6,97.0,0.02,92.95,3.21,0.84
2023,1,11,7,94.44,0.0,93.0,3.71,351.39
2023,1,11,8,88.75,0.01,93.02,4.4,338.35
2023,1,11,9,80.31,0.02,93.01,5.03,327.17
2023,1,11,10,74.88,0.11,92.98,5.32,319.83
2023,1,11,11,72.44,0.27,92.94,5.5,314.08
2023,1,11,12,71.81,0.45,92.9,5.55,307.79
2023,1,11,13,72.19,0.56,92.86,5.42,301.26
2023,1,11,14,72.81,0.68,92.84,4.96,295.96
2023,1,11,15,74.75,0.86,92.82,4.18,292.74
2023,1,11,16,78.31,1.06,92.8,3.27,294.3
2023,1,11,17,84.38,1.2,92.81,2.18,303.75
2023,1,11,18,92.12,1.03,92.83,1.64,319.25
2023,1,11,19,94.62,0.64,92.86,1.84,334.09
2023,1,11,20,95.69,0.32,92.89,1.99,343.56
2023,1,11,21,96.62,0.19,92.9,2.06,351.25
2023,1,11,22,97.44,0.09,92.88,2.13,355.17
2023,1,11,23,98.31,0.05,92.81,2.14,357.06
2023,1,12,0,99.0,0.02,92.74,1.99,357.53
2023,1,12,1,99.38,0.01,92.69,1.96,356.79
2023,1,12,2,99.12,0.01,92.69,2.22,355.77
2023,1,12,3,98.81,0.01,92.7,2.47,353.28
2023,1,12,4,98.81,0.01,92.72,2.31,352.61
2023,1,12,5,98.5,0.01,92.77,2.24,353.2
2023,1,12,6,96.56,0.03,92.79,2.9,356.61
2023,1,12,7,93.56,0.15,92.81,3.25,339.73
2023,1,12,8,86.75,0.22,92.81,4.13,320.37
2023,1,12,9,79.94,0.33,92.81,4.96,314.62
2023,1,12,10,77.31,0.4,92.8,5.77,313.63
2023,1,12,11,76.88,0.5,92.76,6.2,312.6
2023,1,12,12,75.75,0.51,92.7,6.01,312.15
2023,1,12,13,74.25,0.53,92.65,5.55,313.06
2023,1,12,14,73.06,0.53,92.59,5.03,315.57
2023,1,12,15,71.81,0.46,92.55,4.6,318.65
2023,1,12,16,72.12,0.44,92.52,4.24,321.21
2023,1,12,17,78.31,0.47,92.54,3.24,324.51
2023,1,12,18,90.19,0.37,92.57,1.96,332.01
2023,1,12,19,93.62,0.33,92.63,1.96,340.48
2023,1,12,20,94.38,0.22,92.68,2.0,349.22
2023,1,12,21,95.06,0.12,92.71,2.1,354.46
2023,1,12,22,95.81,0.09,92.71,2.19,353.86
2023,1,12,23,96.75,0.05,92.66,2.23,349.91
2023,1,13,0,97.44,0.06,92.6,2.29,344.54
2023,1,13,1,98.19,0.07,92.55,2.39,341.92
2023,1,13,2,99.12,0.07,92.52,2.4,344.92
2023,1,13,3,99.12,0.08,92.51,2.49,352.43
2023,1,13,4,98.75,0.08,92.54,2.74,1.14
2023,1,13,5,98.31,0.06,92.61,2.94,8.09
2023,1,13,6,95.69,0.07,92.69,3.62,5.21
2023,1,13,7,90.56,0.19,92.75,3.95,347.45
2023,1,13,8,79.81,0.26,92.77,5.35,329.28
2023,1,13,9,72.62,0.93,92.78,6.74,321.07
2023,1,13,10,69.75,0.95,92.76,7.32,319.07
2023,1,13,11,69.0,1.03,92.72,7.51,318.71
2023,1,13,12,68.06,0.88,92.66,7.54,318.95
2023,1,13,13,68.12,0.91,92.59,7.28,318.87
2023,1,13,14,69.19,0.72,92.54,6.8,318.59
2023,1,13,15,71.06,0.41,92.51,6.14,319.34
2023,1,13,16,74.88,0.3,92.52,5.14,323.77
2023,1,13,17,82.94,0.42,92.55,3.61,333.27
2023,1,13,18,92.19,0.44,92.61,2.37,346.06
2023,1,13,19,95.06,0.46,92.7,2.48,354.22
2023,1,13,20,96.0,0.63,92.76,2.6,356.21
2023,1,13,21,97.0,0.7,92.82,2.44,357.06
2023,1,13,22,97.62,0.76,92.81,2.14,357.27
2023,1,13,23,98.44,0.66,92.76,1.93,352.1
2023,1,14,0,98.56,0.32,92.71,2.16,351.25
2023,1,14,1,98.0,0.23,92.71,2.65,352.87
2023,1,14,2,98.0,0.29,92.68,2.77,352.55
2023,1,14,3,98.06,0.61,92.67,2.71,352.71
2023,1,14,4,98.12,0.46,92.7,2.74,352.47
2023,1,14,5,98.0,0.23,92.74,2.83,352.38
2023,1,14,6,96.5,0.11,92.77,3.9,356.21
2023,1,14,7,93.06,0.23,92.81,4.5,345.84
2023,1,14,8,83.88,0.25,92.86,5.44,334.1
2023,1,14,9,73.25,0.0,92.87,6.0,330.26
2023,1,14,10,66.5,0.0,92.85,6.43,330.29
2023,1,14,11,62.56,0.0,92.8,6.69,332.15
2023,1,14,12,60.44,0.01,92.74,6.67,333.19
2023,1,14,13,60.38,0.02,92.71,6.36,333.66
2023,1,14,14,61.94,0.02,92.69,5.91,334.79
2023,1,14,15,64.75,0.02,92.68,5.34,336.66
2023,1,14,16,69.06,0.02,92.69,4.58,337.98
2023,1,14,17,77.81,0.04,92.75,3.14,337.19
2023,1,14,18,90.0,0.05,92.82,1.7,339.23
2023,1,14,19,93.88,0.05,92.9,1.55,348.97
2023,1,14,20,94.25,0.04,92.95,1.54,359.71
2023,1,14,21,94.38,0.03,92.98,1.68,16.49
2023,1,14,22,95.19,0.02,92.97,1.95,29.55
2023,1,14,23,95.38,0.01,92.92,2.08,34.76
2023,1,15,0,95.38,0.01,92.86,2.14,35.2
2023,1,15,1,95.56,0.02,92.83,2.17,30.82
2023,1,15,2,95.69,0.02,92.8,2.18,24.82
2023,1,15,3,95.81,0.01,92.8,2.14,18.7
2023,1,15,4,96.06,0.01,92.82,2.07,12.88
2023,1,15,5,96.19,0.01,92.88,1.96,7.1
2023,1,15,6,91.31,0.01,92.95,2.4,4.3
2023,1,15,7,84.12,0.02,92.99,2.51,346.66
2023,1,15,8,75.31,0.03,93.0,3.37,323.21
2023,1,15,9,70.81,0.01,92.98,4.12,318.0
2023,1,15,10,68.5,0.01,93.05,3.97,334.59
2023,1,15,11,67.38,0.01,93.06,4.01,341.6
2023,1,15,12,66.69,0.01,93.0,4.07,332.21
2023,1,15,13,67.0,0.02,92.95,3.85,323.92
2023,1,15,14,68.88,0.04,92.9,3.46,317.93
2023,1,15,15,72.38,0.07,92.85,3.05,309.81
2023,1,15,16,78.19,0.12,92.82,2.41,298.48
2023,1,15,17,83.25,0.17,92.83,2.08,287.48
2023,1,15,18,91.94,0.32,92.87,1.51,276.24
2023,1,15,19,94.25,0.62,92.91,1.45,267.52
2023,1,15,20,95.44,0.84,92.95,1.33,258.16
2023,1,15,21,95.81,0.55,92.98,1.24,249.27
2023,1,15,22,95.06,0.38,92.97,1.1,240.51
2023,1,15,23,94.31,0.3,92.92,0.88,230.78
2023,1,16,0,93.75,0.22,92.84,0.52,206.57
2023,1,16,1,93.81,0.12,92.79,0.44,137.17
2023,1,16,2,95.12,0.04,92.75,0.78,126.41
2023,1,16,3,96.38,0.01,92.75,1.1,132.99
2023,1,16,4,97.12,0.01,92.79,1.29,132.55
2023,1,16,5,97.19,0.01,92.85,1.4,130.91
2023,1,16,6,96.5,0.01,92.91,1.37,123.87
2023,1,16,7,91.19,0.0,92.95,1.95,112.87
2023,1,16,8,82.38,0.01,92.98,1.87,98.4
2023,1,16,9,75.75,0.2,93.0,2.11,77.36
2023,1,16,10,71.81,0.19,93.0,1.73,77.22
2023,1,16,11,66.81,0.2,92.96,1.13,93.58
2023,1,16,12,63.0,0.22,92.9,0.91,133.26
2023,1,16,13,61.44,0.21,92.83,1.53,164.26
2023,1,16,14,62.62,0.19,92.8,2.34,167.64
2023,1,16,15,66.69,0.2,92.79,2.91,161.66
2023,1,16,16,74.12,0.2,92.79,2.92,155.98
2023,1,16,17,82.88,0.25,92.81,2.83,149.82
2023,1,16,18,88.62,0.29,92.85,2.87,144.97
2023,1,16,19,91.88,0.33,92.9,3.2,143.63
2023,1,16,20,93.75,0.35,92.94,3.69,139.81
2023,1,16,21,95.25,0.35,92.96,4.08,136.32
2023,1,16,22,96.75,0.25,92.93,4.2,135.53
2023,1,16,23,97.19,0.15,92.9,4.25,129.04
2023,1,17,0,97.31,0.08,92.91,4.07,114.15
2023,1,17,1,97.69,0.08,92.89,3.6,109.1
2023,1,17,2,97.88,0.05,92.83,3.43,109.14
2023,1,17,3,98.12,0.03,92.79,3.24,108.39
2023,1,17,4,98.62,0.01,92.82,2.8,106.56
2023,1,17,5,98.75,0.01,92.88,2.48,105.18
2023,1,17,6,94.75,0.0,92.97,3.17,96.23
2023,1,17,7,85.69,0.0,93.03,2.82,73.57
2023,1,17,8,70.06,0.0,93.07,2.59,39.98
2023,1,17,9,61.44,0.0,93.09,2.49,8.66
2023,1,17,10,57.75,0.01,93.08,2.61,347.38
2023,1,17,11,55.62,0.01,93.04,2.67,334.11
2023,1,17,12,54.25,0.02,92.98,2.42,323.54
2023,1,17,13,53.38,0.03,92.92,1.88,313.82
2023,1,17,14,53.12,0.04,92.88,1.26,297.36
2023,1,17,15,53.94,0.08,92.85,0.8,256.37
2023,1,17,16,56.19,0.09,92.85,1.03,187.39
2023,1,17,17,63.12,0.08,92.88,1.84,155.62
2023,1,17,18,78.25,0.08,92.93,2.48,140.63
2023,1,17,19,84.0,0.06,92.98,3.28,132.01
2023,1,17,20,88.06,0.05,93.03,4.63,128.9
2023,1,17,21,93.38,0.04,93.08,4.83,128.17
2023,1,17,22,95.31,0.04,93.09,4.52,129.32
2023,1,17,23,95.94,0.07,93.04,4.33,129.81
2023,1,18,0,96.12,0.11,92.97,4.22,127.7
2023,1,18,1,96.31,0.26,92.94,3.89,127.58
2023,1,18,2,96.06,0.77,92.92,3.61,134.82
2023,1,18,3,96.0,1.33,92.9,3.64,147.09
2023,1,18,4,96.25,1.15,92.91,4.02,152.19
2023,1,18,5,96.5,0.94,92.93,3.99,145.84
2023,1,18,6,95.19,0.61,92.99,3.96,126.1
2023,1,18,7,92.69,0.34,93.12,3.08,96.69
2023,1,18,8,87.56,0.21,93.25,3.11,36.52
2023,1,18,9,83.56,0.28,93.25,3.87,352.46
2023,1,18,10,80.12,0.3,93.2,4.34,331.36
2023,1,18,11,73.5,0.28,93.16,4.08,319.27
2023,1,18,12,66.62,0.31,93.12,3.25,305.52
2023,1,18,13,62.19,0.33,93.06,2.54,281.9
2023,1,18,14,59.75,0.37,93.0,2.24,252.57
2023,1,18,15,58.62,0.32,92.96,2.25,221.9
2023,1,18,16,60.19,0.31,92.93,2.53,190.34
2023,1,18,17,67.88,0.34,92.95,2.88,163.29
2023,1,18,18,82.5,0.49,92.99,3.02,144.79
2023,1,18,19,88.94,0.45,93.05,4.0,134.37
2023,1,18,20,93.56,0.3,93.12,4.97,129.64
2023,1,18,21,96.31,0.1,93.17,4.84,127.06
2023,1,18,22,96.75,0.05,93.17,4.53,124.73
2023,1,18,23,96.69,0.03,93.11,4.21,124.25
2023,1,19,0,96.81,0.03,93.06,3.97,125.54
2023,1,19,1,96.88,0.03,93.01,3.68,126.36
2023,1,19,2,97.06,0.02,92.98,3.33,124.29
2023,1,19,3,97.19,0.02,92.97,2.99,119.37
2023,1,19,4,97.25,0.01,92.98,2.63,112.75
2023,1,19,5,96.94,0.01,93.02,2.35,105.0
2023,1,19,6,94.06,0.0,93.08,2.56,100.18
2023,1,19,7,89.56,0.0,93.11,2.64,92.37
2023,1,19,8,81.56,0.01,93.13,2.23,71.37
2023,1,19,9,62.81,0.03,93.12,1.67,25.73
2023,1,19,10,54.0,0.07,93.09,1.87,332.36
2023,1,19,11,53.38,0.15,93.04,2.4,309.71
2023,1,19,12,54.0,0.22,92.98,2.73,300.09
2023,1,19,13,55.31,0.25,92.93,2.73,292.53
2023,1,19,14,56.69,0.26,92.89,2.55,283.27
2023,1,19,15,58.75,0.24,92.85,2.21,274.46
2023,1,19,16,62.88,0.27,92.85,1.65,258.53
2023,1,19,17,67.81,0.24,92.87,1.12,214.47
2023,1,19,18,80.94,0.27,92.9,1.36,165.72
2023,1,19,19,88.19,0.38,92.93,1.97,139.18
2023,1,19,20,90.94,0.47,92.96,2.39,123.02
2023,1,19,21,93.56,0.45,92.99,2.71,111.83
2023,1,19,22,95.31,0.51,92.97,2.85,103.62
2023,1,19,23,96.5,0.53,92.92,2.62,98.93
2023,1,20,0,97.31,0.49,92.84,2.29,96.28
2023,1,20,1,97.5,0.47,92.8,2.26,95.16
2023,1,20,2,97.25,0.54,92.75,2.44,93.48
2023,1,20,3,97.25,0.48,92.73,2.3,89.22
2023,1,20,4,97.44,0.28,92.73,1.94,78.83
2023,1,20,5,97.44,0.33,92.77,1.72,58.55
2023,1,20,6,95.69,0.44,92.84,1.98,25.66
2023,1,20,7,93.94,0.52,92.89,2.56,351.75
2023,1,20,8,91.25,0.63,92.92,2.99,324.69
2023,1,20,9,85.12,0.87,92.94,3.46,319.12
2023,1,20,10,79.06,0.86,92.91,3.41,318.43
2023,1,20,11,75.19,1.09,92.83,3.07,318.51
2023,1,20,12,71.81,1.2,92.75,2.91,311.19
2023,1,20,13,69.69,1.06,92.67,2.79,295.41
2023,1,20,14,68.62,0.91,92.61,2.69,278.01
2023,1,20,15,70.0,0.77,92.57,2.35,263.13
2023,1,20,16,73.0,0.6,92.55,1.88,248.55
2023,1,20,17,78.0,0.48,92.58,1.29,226.96
2023,1,20,18,83.56,0.38,92.61,0.88,189.71
2023,1,20,19,86.44,0.33,92.64,1.02,133.13
2023,1,20,20,90.0,0.16,92.66,1.49,106.73
2023,1,20,21,92.88,0.11,92.68,1.81,91.48
2023,1,20,22,94.44,0.02,92.66,2.0,78.03
2023,1,20,23,95.81,0.01,92.59,2.07,64.98
2023,1,21,0,97.06,0.02,92.53,1.92,40.22
2023,1,21,1,98.31,0.03,92.51,1.83,357.55
2023,1,21,2,99.69,0.04,92.48,1.86,329.12
2023,1,21,3,100.0,0.06,92.42,1.82,318.84
2023,1,21,4,100.0,0.07,92.42,1.81,310.09
2023,1,21,5,99.81,0.1,92.49,1.99,302.82
2023,1,21,6,96.88,0.3,92.57,3.31,294.81
2023,1,21,7,93.12,0.65,92.6,4.2,284.09
2023,1,21,8,83.38,0.83,92.64,4.83,279.31
2023,1,21,9,74.12,0.09,92.64,4.89,277.62
2023,1,21,10,68.56,0.08,92.6,4.82,275.12
2023,1,21,11,64.44,0.08,92.52,4.77,271.41
2023,1,21,12,61.81,0.07,92.45,4.75,266.98
2023,1,21,13,60.19,0.05,92.37,4.55,262.7
2023,1,21,14,59.62,0.04,92.32,4.15,258.5
2023,1,21,15,59.19,0.03,92.29,3.53,251.93
2023,1,21,16,60.31,0.03,92.29,2.72,242.85
2023,1,21,17,65.31,0.03,92.32,1.59,228.97
2023,1,21,18,73.44,0.03,92.35,0.98,192.93
2023,1,21,19,72.38,0.04,92.35,1.02,132.51
2023,1,21,20,77.0,0.04,92.35,1.14,94.31
2023,1,21,21,80.44,0.04,92.4,1.07,57.46
2023,1,21,22,84.5,0.02,92.42,1.29,15.47
2023,1,21,23,91.62,0.01,92.38,1.8,349.52
2023,1,22,0,95.75,0.0,92.37,2.38,327.72
2023,1,22,1,97.75,0.0,92.34,3.07,324.21
2023,1,22,2,99.5,0.0,92.31,3.31,327.55
2023,1,22,3,99.62,0.0,92.31,2.97,338.42
2023,1,22,4,98.75,0.0,92.36,3.37,348.77
2023,1,22,5,97.75,0.0,92.42,3.89,343.93
2023,1,22,6,95.56,0.0,92.48,4.29,333.95
2023,1,22,7,91.88,0.0,92.5,4.63,317.73
2023,1,22,8,85.06,0.0,92.5,4.91,299.05
2023,1,22,9,76.88,0.0,92.48,4.75,287.51
2023,1,22,10,71.31,0.01,92.43,4.29,281.35
2023,1,22,11,68.25,0.01,92.38,4.01,279.65
2023,1,22,12,66.38,0.01,92.33,3.92,279.29
2023,1,22,13,65.5,0.01,92.31,3.82,274.46
2023,1,22,14,65.69,0.01,92.32,3.7,266.12
2023,1,22,15,66.81,0.01,92.32,3.45,259.02
2023,1,22,16,70.12,0.0,92.34,2.97,258.63
2023,1,22,17,78.62,0.01,92.38,2.14,265.6
2023,1,22,18,89.06,0.01,92.42,1.8,277.5
2023,1,22,19,90.88,0.01,92.46,2.04,286.43
2023,1,22,20,92.19,0.01,92.5,2.15,293.77
2023,1,22,21,93.62,0.01,92.53,2.29,301.9
2023,1,22,22,94.94,0.01,92.5,2.51,310.83
2023,1,22,23,96.69,0.0,92.41,2.64,315.6
2023,1,23,0,98.94,0.0,92.36,2.44,310.84
2023,1,23,1,99.25,0.01,92.36,2.2,301.49
2023,1,23,2,99.81,0.01,92.35,1.94,302.67
2023,1,23,3,99.81,0.01,92.38,1.81,313.42
2023,1,23,4,99.62,0.01,92.46,1.89,319.35
2023,1,23,5,99.38,0.01,92.56,2.25,325.32
2023,1,23,6,94.12,0.01,92.64,3.59,328.35
2023,1,23,7,86.06,0.01,92.67,4.55,312.98
2023,1,23,8,76.56,0.02,92.68,4.91,311.32
2023,1,23,9,70.25,0.15,92.68,4.92,312.68
2023,1,23,10,66.19,0.15,92.66,4.77,311.81
2023,1,23,11,63.5,0.14,92.61,4.54,309.97
2023,1,23,12,61.5,0.13,92.55,4.51,307.54
2023,1,23,13,61.06,0.13,92.5,4.6,303.29
2023,1,23,14,61.19,0.11,92.45,4.55,299.87
2023,1,23,15,62.12,0.09,92.41,4.41,297.34
2023,1,23,16,64.69,0.09,92.4,4.18,294.07
2023,1,23,17,72.0,0.1,92.43,3.32,290.95
2023,1,23,18,84.5,0.07,92.49,2.18,291.88
2023,1,23,19,89.31,0.05,92.55,2.04,296.86
2023,1,23,20,91.31,0.03,92.59,1.97,300.22
2023,1,23,21,93.38,0.03,92.61,1.81,306.03
2023,1,23,22,95.12,0.06,92.6,1.72,314.27
2023,1,23,23,96.38,0.13,92.55,1.72,319.79
2023,1,24,0,97.31,0.22,92.49,1.71,312.59
2023,1,24,1,97.88,0.26,92.44,1.71,299.49
2023,1,24,2,98.12,0.28,92.39,1.66,281.94
2023,1,24,3,98.25,0.3,92.38,1.56,263.66
2023,1,24,4,98.31,0.67,92.42,1.54,239.28
2023,1,24,5,98.19,0.95,92.49,1.58,213.93
2023,1,24,6,95.5,0.79,92.56,1.87,190.33
2023,1,24,7,90.62,0.49,92.59,1.59,157.21
2023,1,24,8,82.44,0.31,92.58,1.04,135.3
2023,1,24,9,74.5,0.09,92.58,0.45,253.78
2023,1,24,10,68.56,0.11,92.55,1.76,270.51
2023,1,24,11,64.38,0.13,92.49,2.69,270.0
2023,1,24,12,61.81,0.13,92.44,3.02,266.15
2023,1,24,13,60.88,0.13,92.41,3.07,260.35
2023,1,24,14,60.69,0.12,92.38,2.93,250.5
2023,1,24,15,62.06,0.13,92.36,2.61,232.31
2023,1,24,16,65.56,0.14,92.37,2.35,202.23
2023,1,24,17,74.25,0.16,92.42,2.35,168.09
2023,1,24,18,85.56,0.16,92.46,2.54,145.04
2023,1,24,19,90.12,0.14,92.52,3.33,134.14
2023,1,24,20,92.75,0.07,92.57,4.34,129.01
2023,1,24,21,95.69,0.02,92.62,4.48,124.05
2023,1,24,22,96.31,0.01,92.63,4.3,119.03
2023,1,24,23,96.75,0.0,92.62,4.04,114.78
2023,1,25,0,97.38,0.0,92.6,3.53,111.28
2023,1,25,1,97.94,0.0,92.61,3.06,106.45
2023,1,25,2,98.62,0.0,92.59,2.8,106.87
2023,1,25,3,99.5,0.0,92.57,2.42,109.02
2023,1,25,4,100.0,0.0,92.59,2.1,108.23
2023,1,25,5,99.75,0.0,92.63,1.99,107.58
2023,1,25,6,93.56,0.0,92.7,2.87,108.24
2023,1,25,7,82.19,0.0,92.73,2.71,114.35
2023,1,25,8,68.25,0.0,92.76,2.93,123.01
2023,1,25,9,61.44,0.0,92.77,3.2,124.35
2023,1,25,10,57.31,0.0,92.74,3.37,126.42
2023,1,25,11,54.12,0.0,92.69,3.53,131.41
2023,1,25,12,51.81,0.0,92.62,3.8,137.16
2023,1,25,13,51.06,0.01,92.56,4.19,140.97
2023,1,25,14,51.25,0.01,92.51,4.67,142.27
2023,1,25,15,53.62,0.05,92.48,5.22,142.6
2023,1,25,16,57.94,0.04,92.5,5.71,141.72
2023,1,25,17,64.31,0.01,92.55,5.76,140.01
2023,1,25,18,74.12,0.01,92.61,4.93,138.02
2023,1,25,19,80.81,0.0,92.66,4.96,135.32
2023,1,25,20,86.12,0.0,92.72,4.93,132.95
2023,1,25,21,91.38,0.01,92.77,4.85,129.44
2023,1,25,22,94.38,0.02,92.78,4.83,122.84
2023,1,25,23,95.62,0.01,92.75,4.62,115.96
2023,1,26,0,96.44,0.01,92.7,4.22,111.62
2023,1,26,1,96.88,0.01,92.66,3.99,109.32
2023,1,26,2,96.75,0.0,92.63,3.94,104.95
2023,1,26,3,96.38,0.0,92.63,3.72,100.04
2023,1,26,4,96.0,0.01,92.66,3.63,91.6
2023,1,26,5,95.62,0.01,92.71,3.39,80.17
2023,1,26,6,90.0,0.0,92.77,3.77,71.11
2023,1,26,7,76.31,0.0,92.8,3.31,62.59
2023,1,26,8,60.56,0.0,92.83,2.65,52.79
2023,1,26,9,53.88,0.0,92.84,1.33,54.81
2023,1,26,10,50.38,0.0,92.82,0.64,130.53
2023,1,26,11,47.5,0.01,92.76,1.63,162.43
2023,1,26,12,45.62,0.01,92.69,2.69,164.67
2023,1,26,13,44.56,0.03,92.62,3.63,161.29
2023,1,26,14,45.0,0.03,92.57,4.41,155.48
2023,1,26,15,46.44,0.03,92.54,5.06,150.46
2023,1,26,16,50.75,0.02,92.55,5.92,146.62
2023,1,26,17,58.88,0.0,92.62,6.24,142.13
2023,1,26,18,69.25,0.0,92.68,5.72,137.82
2023,1,26,19,76.88,0.0,92.73,5.49,134.37
2023,1,26,20,82.69,0.0,92.78,5.31,131.66
2023,1,26,21,87.75,0.0,92.83,4.96,128.6
2023,1,26,22,90.88,0.0,92.85,4.76,123.48
2023,1,26,23,91.44,0.0,92.81,4.69,113.36
2023,1,27,0,92.38,0.0,92.74,4.41,108.72
2023,1,27,1,94.38,0.0,92.66,4.16,106.36
2023,1,27,2,94.56,0.01,92.63,3.87,97.2
2023,1,27,3,97.19,0.01,92.62,3.1,96.08
2023,1,27,4,97.56,0.0,92.68,2.76,83.98
2023,1,27,5,98.12,0.0,92.75,2.58,72.0
2023,1,27,6,90.19,0.0,92.84,3.4,67.03
2023,1,27,7,79.69,0.0,92.88,2.8,61.86
2023,1,27,8,68.31,0.0,92.9,2.14,44.85
2023,1,27,9,59.06,0.0,92.9,0.98,25.95
2023,1,27,10,53.44,0.0,92.85,0.15,351.03
2023,1,27,11,49.81,0.0,92.78,0.49,214.7
2023,1,27,12,47.88,0.0,92.73,1.08,209.9
2023,1,27,13,47.69,0.0,92.67,1.68,198.43
2023,1,27,14,48.69,0.0,92.62,2.2,185.31
2023,1,27,15,51.06,0.0,92.59,2.73,171.78
2023,1,27,16,55.69,0.0,92.59,3.36,159.58
2023,1,27,17,64.88,0.0,92.65,3.71,149.66
2023,1,27,18,75.88,0.0,92.72,4.08,140.76
2023,1,27,19,83.56,0.0,92.78,4.83,132.97
2023,1,27,20,88.94,0.0,92.82,4.98,126.96
2023,1,27,21,92.0,0.0,92.86,4.65,120.14
2023,1,27,22,93.44,0.0,92.9,4.39,107.18
2023,1,27,23,94.0,0.0,92.87,3.84,101.49
2023,1,28,0,94.62,0.0,92.79,3.26,101.9
2023,1,28,1,96.0,0.0,92.73,2.88,98.75
2023,1,28,2,96.88,0.0,92.71,2.53,93.54
2023,1,28,3,97.69,0.04,92.74,2.06,85.87
2023,1,28,4,98.06,0.1,92.81,1.7,76.41
2023,1,28,5,97.94,0.09,92.9,1.47,62.75
2023,1,28,6,94.0,0.04,92.98,1.95,46.63
2023,1,28,7,87.25,0.01,93.04,1.84,16.75
2023,1,28,8,77.62,0.01,93.06,2.47,324.8
2023,1,28,9,73.06,1.31,93.07,3.13,310.45
