-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/21/2022 through 12/21/2023 
Location: Latitude  -22.9478   Longitude -47.1487 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 755.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2023,9,23,15,3.65,221.79
2023,9,23,16,4.36,203.31
2023,9,23,17,5.7,177.02
2023,9,23,18,7.75,149.74
2023,9,23,19,8.31,129.32
2023,9,23,20,7.64,111.98
2023,9,23,21,6.69,96.24
2023,9,23,22,5.94,80.85
2023,9,23,23,5.67,65.59
2023,9,24,0,5.56,54.72
2023,9,24,1,5.37,48.01
2023,9,24,2,5.11,42.08
2023,9,24,3,4.96,35.97
2023,9,24,4,5.02,32.48
2023,9,24,5,4.97,30.96
2023,9,24,6,4.99,30.26
2023,9,24,7,3.93,28.4
2023,9,24,8,2.56,353.35
2023,9,24,9,3.16,304.71
2023,9,24,10,4.08,294.16
2023,9,24,11,4.63,290.24
2023,9,24,12,4.97,284.65
2023,9,24,13,5.17,276.59
2023,9,24,14,5.21,267.76
2023,9,24,15,4.84,259.4
2023,9,24,16,3.91,253.99
2023,9,24,17,3.47,245.51
2023,9,24,18,2.6,232.34
2023,9,24,19,1.24,185.06
2023,9,24,20,1.62,126.98
2023,9,24,21,2.61,97.04
2023,9,24,22,4.57,60.76
2023,9,24,23,4.19,48.85
2023,9,25,0,2.36,70.24
2023,9,25,1,1.92,149.48
2023,9,25,2,5.26,162.72
2023,9,25,3,6.94,158.75
2023,9,25,4,9.07,148.46
2023,9,25,5,8.95,138.89
2023,9,25,6,8.11,124.72
2023,9,25,7,7.11,109.11
2023,9,25,8,5.05,88.76
2023,9,25,9,1.78,85.97
2023,9,25,10,2.56,197.22
2023,9,25,11,4.51,195.07
2023,9,25,12,5.16,199.26
2023,9,25,13,4.44,208.73
2023,9,25,14,3.61,225.18
2023,9,25,15,3.69,237.29
2023,9,25,16,4.11,235.61
2023,9,25,17,4.56,219.72
2023,9,25,18,5.72,189.51
2023,9,25,19,7.05,161.85
2023,9,25,20,7.3,139.51
2023,9,25,21,7.73,128.06
2023,9,25,22,8.13,123.13
2023,9,25,23,7.83,122.41
2023,9,26,0,7.46,129.86
2023,9,26,1,7.7,122.69
2023,9,26,2,6.71,107.19
2023,9,26,3,5.56,103.66
2023,9,26,4,5.1,107.74
2023,9,26,5,5.03,108.74
2023,9,26,6,4.75,103.51
2023,9,26,7,3.75,86.89
2023,9,26,8,2.6,55.64
2023,9,26,9,2.05,333.82
2023,9,26,10,4.22,298.32
2023,9,26,11,6.03,292.55
2023,9,26,12,7.23,289.12
2023,9,26,13,7.78,284.65
2023,9,26,14,7.77,280.19
2023,9,26,15,7.45,276.5
2023,9,26,16,7.1,274.61
2023,9,26,17,6.91,269.68
2023,9,26,18,7.23,261.48
2023,9,26,19,7.61,257.73
2023,9,26,20,7.4,259.24
2023,9,26,21,6.4,264.46
2023,9,26,22,5.21,274.3
2023,9,26,23,4.47,290.69
2023,9,27,0,4.61,311.98
2023,9,27,1,5.38,327.51
2023,9,27,2,6.17,335.32
2023,9,27,3,6.51,339.13
2023,9,27,4,6.58,344.79
2023,9,27,5,7.0,352.56
2023,9,27,6,6.98,354.99
2023,9,27,7,6.89,349.42
2023,9,27,8,9.32,332.38
2023,9,27,9,9.99,316.84
2023,9,27,10,10.21,303.68
2023,9,27,11,10.43,297.93
2023,9,27,12,10.82,295.44
2023,9,27,13,10.75,292.91
2023,9,27,14,10.27,289.84
2023,9,27,15,9.59,288.48
2023,9,27,16,7.47,285.4
2023,9,27,17,4.28,248.26
2023,9,27,18,6.33,173.19
2023,9,27,19,8.7,144.5
2023,9,27,20,10.2,132.52
2023,9,27,21,10.01,136.2
2023,9,27,22,9.52,139.96
2023,9,27,23,9.48,143.61
2023,9,28,0,9.46,146.62
2023,9,28,1,9.28,149.05
2023,9,28,2,9.04,149.8
2023,9,28,3,8.71,150.31
2023,9,28,4,8.56,150.77
2023,9,28,5,8.48,150.34
2023,9,28,6,8.53,145.79
2023,9,28,7,9.23,139.26
2023,9,28,8,9.23,137.26
2023,9,28,9,8.96,138.89
2023,9,28,10,8.74,139.42
2023,9,28,11,8.46,138.3
2023,9,28,12,8.09,138.6
2023,9,28,13,7.95,140.02
2023,9,28,14,8.18,140.78
2023,9,28,15,8.64,139.66
2023,9,28,16,9.17,137.38
2023,9,28,17,9.51,135.33
2023,9,28,18,9.23,133.77
2023,9,28,19,8.91,130.87
2023,9,28,20,8.45,129.52
2023,9,28,21,8.24,130.35
2023,9,28,22,8.23,131.96
2023,9,28,23,8.49,131.27
2023,9,29,0,8.43,127.92
2023,9,29,1,8.18,124.81
2023,9,29,2,8.02,123.24
2023,9,29,3,7.94,122.38
2023,9,29,4,7.96,120.16
2023,9,29,5,8.02,114.84
2023,9,29,6,7.93,107.42
2023,9,29,7,7.49,94.43
2023,9,29,8,5.42,81.12
2023,9,29,9,2.72,64.69
2023,9,29,10,0.71,357.48
2023,9,29,11,1.63,271.64
2023,9,29,12,2.86,260.41
2023,9,29,13,3.51,255.16
2023,9,29,14,3.81,249.07
2023,9,29,15,3.58,232.8
2023,9,29,16,3.57,192.91
2023,9,29,17,5.57,153.76
2023,9,29,18,8.18,136.28
2023,9,29,19,9.21,124.57
2023,9,29,20,9.14,115.4
2023,9,29,21,7.78,111.75
2023,9,29,22,6.69,112.46
2023,9,29,23,6.17,115.33
2023,9,30,0,5.97,117.0
2023,9,30,1,5.78,115.87
2023,9,30,2,5.51,111.62
2023,9,30,3,5.27,102.57
2023,9,30,4,5.02,89.91
2023,9,30,5,4.86,77.75
2023,9,30,6,4.3,67.48
2023,9,30,7,3.59,45.09
2023,9,30,8,4.16,3.66
2023,9,30,9,4.26,340.97
2023,9,30,10,4.43,326.65
2023,9,30,11,4.63,311.1
2023,9,30,12,4.88,297.8
2023,9,30,13,4.97,287.55
2023,9,30,14,4.87,276.26
2023,9,30,15,4.34,253.03
2023,9,30,16,4.17,203.64
2023,9,30,17,5.75,158.46
2023,9,30,18,7.61,136.33
2023,9,30,19,8.19,125.1
2023,9,30,20,7.74,118.66
2023,9,30,21,6.31,115.36
2023,9,30,22,4.59,121.58
2023,9,30,23,4.06,132.74
2023,10,1,0,3.97,105.62
2023,10,1,1,3.89,74.15
2023,10,1,2,3.15,52.96
2023,10,1,3,2.8,41.83
2023,10,1,4,3.45,21.68
2023,10,1,5,4.77,355.59
2023,10,1,6,5.17,340.96
2023,10,1,7,4.67,336.44
2023,10,1,8,4.51,337.07
2023,10,1,9,4.52,331.04
2023,10,1,10,5.38,316.53
2023,10,1,11,6.89,306.84
2023,10,1,12,7.73,297.01
2023,10,1,13,7.44,287.05
2023,10,1,14,5.61,277.13
2023,10,1,15,2.91,265.84
2023,10,1,16,1.72,207.38
2023,10,1,17,5.04,176.98
2023,10,1,18,6.91,165.93
2023,10,1,19,7.45,141.99
2023,10,1,20,7.02,129.76
2023,10,1,21,6.1,124.3
2023,10,1,22,5.46,125.74
2023,10,1,23,4.97,127.72
2023,10,2,0,4.78,131.22
2023,10,2,1,4.7,136.68
2023,10,2,2,4.64,138.61
2023,10,2,3,4.38,134.78
2023,10,2,4,4.28,126.3
2023,10,2,5,4.6,119.26
2023,10,2,6,4.73,113.35
2023,10,2,7,4.49,102.35
2023,10,2,8,3.21,92.93
2023,10,2,9,0.54,90.0
2023,10,2,10,2.71,262.87
2023,10,2,11,4.15,264.27
2023,10,2,12,4.83,262.0
2023,10,2,13,5.23,257.13
2023,10,2,14,5.2,253.88
2023,10,2,15,4.66,249.2
2023,10,2,16,3.83,239.62
2023,10,2,17,3.09,209.35
2023,10,2,18,4.21,160.72
2023,10,2,19,5.77,136.54
2023,10,2,20,6.19,125.23
2023,10,2,21,5.91,120.7
2023,10,2,22,5.21,120.83
2023,10,2,23,4.77,120.3
2023,10,3,0,4.53,119.88
2023,10,3,1,4.66,118.89
2023,10,3,2,4.75,118.25
2023,10,3,3,4.62,117.26
2023,10,3,4,4.43,116.25
2023,10,3,5,4.37,117.21
2023,10,3,6,4.26,114.69
2023,10,3,7,3.28,113.7
2023,10,3,8,1.37,148.31
2023,10,3,9,1.52,245.41
2023,10,3,10,4.33,270.93
2023,10,3,11,5.31,272.78
2023,10,3,12,5.42,271.57
2023,10,3,13,5.12,265.89
2023,10,3,14,4.67,256.57
2023,10,3,15,4.13,244.31
2023,10,3,16,3.6,227.37
2023,10,3,17,3.38,197.51
2023,10,3,18,4.42,155.02
2023,10,3,19,5.75,126.22
2023,10,3,20,6.77,106.14
2023,10,3,21,6.86,94.7
2023,10,3,22,6.58,84.34
2023,10,3,23,5.85,77.26
2023,10,4,0,5.41,67.06
2023,10,4,1,4.97,56.53
2023,10,4,2,4.29,42.79
2023,10,4,3,3.8,24.93
2023,10,4,4,4.64,12.14
2023,10,4,5,6.41,6.65
2023,10,4,6,6.8,0.53
2023,10,4,7,5.83,352.92
2023,10,4,8,7.47,339.29
2023,10,4,9,9.04,326.74
2023,10,4,10,10.02,319.27
2023,10,4,11,10.23,316.48
2023,10,4,12,10.11,316.28
2023,10,4,13,9.63,317.43
2023,10,4,14,9.15,315.59
2023,10,4,15,8.53,312.44
2023,10,4,16,7.46,310.54
2023,10,4,17,7.14,309.23
2023,10,4,18,7.3,314.05
2023,10,4,19,7.39,322.65
2023,10,4,20,7.51,337.89
2023,10,4,21,8.28,352.35
2023,10,4,22,8.82,359.29
2023,10,4,23,8.51,359.32
2023,10,5,0,8.23,355.7
2023,10,5,1,7.75,352.41
2023,10,5,2,6.86,342.97
2023,10,5,3,6.08,336.3
2023,10,5,4,5.36,344.97
2023,10,5,5,5.12,358.51
2023,10,5,6,4.47,4.41
2023,10,5,7,4.62,359.71
2023,10,5,8,7.09,330.83
2023,10,5,9,8.92,317.48
2023,10,5,10,9.99,314.68
2023,10,5,11,10.56,312.15
2023,10,5,12,10.6,306.13
2023,10,5,13,10.01,302.38
2023,10,5,14,9.94,300.58
2023,10,5,15,9.53,292.87
2023,10,5,16,6.86,285.05
2023,10,5,17,4.27,252.96
2023,10,5,18,5.22,194.99
2023,10,5,19,6.82,162.33
2023,10,5,20,7.1,131.83
2023,10,5,21,6.84,114.28
2023,10,5,22,5.8,112.07
2023,10,5,23,4.84,127.79
2023,10,6,0,5.27,145.93
2023,10,6,1,5.8,142.67
2023,10,6,2,5.62,129.75
2023,10,6,3,5.39,113.59
2023,10,6,4,4.93,98.85
2023,10,6,5,4.57,84.81
2023,10,6,6,4.57,66.94
2023,10,6,7,4.48,53.73
2023,10,6,8,3.83,44.5
2023,10,6,9,3.11,12.33
2023,10,6,10,4.03,335.47
2023,10,6,11,5.07,318.69
2023,10,6,12,5.45,307.77
2023,10,6,13,5.37,297.57
2023,10,6,14,4.81,291.14
2023,10,6,15,3.99,289.32
2023,10,6,16,3.02,288.86
2023,10,6,17,1.89,291.89
2023,10,6,18,0.41,5.49
2023,10,6,19,2.22,62.08
2023,10,6,20,4.02,55.14
2023,10,6,21,5.52,46.32
2023,10,6,22,6.55,38.13
2023,10,6,23,6.88,29.83
2023,10,7,0,6.72,19.97
2023,10,7,1,6.65,9.33
2023,10,7,2,7.21,7.79
2023,10,7,3,7.63,12.84
2023,10,7,4,7.85,10.38
2023,10,7,5,7.8,2.24
2023,10,7,6,7.52,359.05
2023,10,7,7,7.15,353.85
2023,10,7,8,9.38,343.21
2023,10,7,9,10.35,333.65
2023,10,7,10,10.39,327.72
2023,10,7,11,10.3,325.29
2023,10,7,12,10.1,323.94
2023,10,7,13,9.69,323.19
2023,10,7,14,8.98,322.78
2023,10,7,15,7.65,325.11
2023,10,7,16,6.56,327.69
2023,10,7,17,6.12,332.06
2023,10,7,18,6.07,333.2
2023,10,7,19,5.81,326.01
2023,10,7,20,4.73,301.14
2023,10,7,21,6.09,221.26
2023,10,7,22,8.83,177.92
2023,10,7,23,8.98,153.84
2023,10,8,0,8.39,144.47
2023,10,8,1,7.57,136.8
2023,10,8,2,6.87,131.12
2023,10,8,3,6.73,128.59
2023,10,8,4,6.51,125.52
2023,10,8,5,6.32,115.33
2023,10,8,6,5.8,105.48
2023,10,8,7,5.63,85.46
2023,10,8,8,5.47,59.63
2023,10,8,9,5.21,26.83
2023,10,8,10,4.64,1.16
2023,10,8,11,4.78,346.19
2023,10,8,12,5.64,336.99
2023,10,8,13,6.7,331.37
2023,10,8,14,6.92,328.43
2023,10,8,15,6.31,326.88
2023,10,8,16,5.58,324.86
2023,10,8,17,5.38,321.9
2023,10,8,18,5.12,321.19
2023,10,8,19,4.65,332.7
2023,10,8,20,4.73,349.92
2023,10,8,21,5.63,354.42
2023,10,8,22,6.56,355.01
2023,10,8,23,7.64,357.07
2023,10,9,0,7.59,347.58
2023,10,9,1,6.78,330.01
2023,10,9,2,7.04,316.62
2023,10,9,3,7.19,301.44
2023,10,9,4,6.0,291.95
2023,10,9,5,5.41,276.89
2023,10,9,6,4.21,267.98
2023,10,9,7,3.25,271.93
2023,10,9,8,3.26,287.44
2023,10,9,9,4.21,290.52
2023,10,9,10,4.82,280.55
2023,10,9,11,5.26,269.23
2023,10,9,12,5.51,255.71
2023,10,9,13,5.39,234.44
2023,10,9,14,5.28,207.32
2023,10,9,15,5.57,180.72
2023,10,9,16,6.33,161.72
2023,10,9,17,7.19,147.83
2023,10,9,18,7.89,139.34
2023,10,9,19,7.48,132.93
2023,10,9,20,6.95,130.44
2023,10,9,21,6.73,131.0
2023,10,9,22,6.69,131.97
2023,10,9,23,6.66,131.39
2023,10,10,0,6.55,129.33
2023,10,10,1,6.43,125.85
2023,10,10,2,6.71,123.6
2023,10,10,3,7.11,122.35
2023,10,10,4,7.28,121.16
2023,10,10,5,7.37,119.04
2023,10,10,6,7.24,116.48
2023,10,10,7,7.21,112.76
2023,10,10,8,6.58,109.64
2023,10,10,9,5.52,107.87
2023,10,10,10,4.52,109.19
2023,10,10,11,3.93,114.27
2023,10,10,12,3.64,121.47
2023,10,10,13,3.66,129.54
2023,10,10,14,4.04,134.53
2023,10,10,15,4.81,136.91
2023,10,10,16,6.13,138.51
2023,10,10,17,7.91,139.64
2023,10,10,18,9.27,136.37
2023,10,10,19,9.2,131.83
2023,10,10,20,8.9,127.15
2023,10,10,21,8.5,123.49
2023,10,10,22,8.26,119.01
2023,10,10,23,8.15,110.36
2023,10,11,0,7.52,105.12
2023,10,11,1,6.9,101.82
2023,10,11,2,6.13,96.58
2023,10,11,3,5.56,84.03
2023,10,11,4,5.05,65.7
2023,10,11,5,4.85,45.98
2023,10,11,6,4.84,31.33
2023,10,11,7,5.38,16.72
2023,10,11,8,5.68,1.34
2023,10,11,9,5.8,348.51
2023,10,11,10,5.84,339.14
2023,10,11,11,6.12,332.16
2023,10,11,12,6.5,327.72
2023,10,11,13,6.74,324.19
2023,10,11,14,6.53,317.81
2023,10,11,15,6.0,310.35
2023,10,11,16,5.1,301.2
2023,10,11,17,4.0,282.87
2023,10,11,18,3.19,260.12
2023,10,11,19,2.38,245.96
2023,10,11,20,1.68,231.8
2023,10,11,21,0.77,246.57
2023,10,11,22,1.42,335.27
2023,10,11,23,3.65,344.09
2023,10,12,0,5.6,341.72
2023,10,12,1,6.66,338.19
2023,10,12,2,7.21,337.99
2023,10,12,3,7.07,342.79
2023,10,12,4,7.12,356.42
2023,10,12,5,7.41,7.75
2023,10,12,6,7.22,10.67
2023,10,12,7,5.97,4.13
2023,10,12,8,6.73,356.14
2023,10,12,9,8.84,345.2
2023,10,12,10,10.02,336.51
2023,10,12,11,10.78,330.37
2023,10,12,12,11.33,324.21
2023,10,12,13,11.36,319.41
2023,10,12,14,10.57,314.16
2023,10,12,15,9.29,319.81
2023,10,12,16,9.55,325.46
2023,10,12,17,8.32,286.36
2023,10,12,18,6.76,242.64
2023,10,12,19,8.7,183.14
2023,10,12,20,8.66,154.38
2023,10,12,21,7.62,137.37
2023,10,12,22,6.93,128.68
2023,10,12,23,6.67,121.34
2023,10,13,0,6.07,124.84
2023,10,13,1,5.78,145.24
2023,10,13,2,6.55,151.05
2023,10,13,3,6.52,147.72
2023,10,13,4,6.25,136.37
2023,10,13,5,6.54,122.95
2023,10,13,6,7.14,118.05
2023,10,13,7,7.13,120.47
2023,10,13,8,5.85,123.84
2023,10,13,9,4.96,129.38
2023,10,13,10,4.48,137.26
2023,10,13,11,4.44,146.98
2023,10,13,12,4.83,157.34
2023,10,13,13,5.61,162.17
2023,10,13,14,6.67,159.21
2023,10,13,15,7.77,152.89
2023,10,13,16,8.49,144.39
2023,10,13,17,8.76,142.21
2023,10,13,18,8.69,142.12
2023,10,13,19,8.26,133.39
2023,10,13,20,8.1,132.62
2023,10,13,21,7.95,134.92
2023,10,13,22,7.77,135.37
2023,10,13,23,7.61,134.29
2023,10,14,0,7.39,133.29
2023,10,14,1,7.26,132.17
2023,10,14,2,7.6,129.07
2023,10,14,3,7.65,127.28
2023,10,14,4,7.25,129.05
2023,10,14,5,7.21,129.33
2023,10,14,6,7.1,126.91
2023,10,14,7,8.08,117.16
2023,10,14,8,7.77,110.91
2023,10,14,9,6.89,108.58
2023,10,14,10,5.92,110.3
2023,10,14,11,5.26,117.44
2023,10,14,12,5.2,126.58
2023,10,14,13,5.72,132.45
2023,10,14,14,6.41,133.37
2023,10,14,15,7.22,132.54
2023,10,14,16,8.22,130.96
2023,10,14,17,8.95,130.4
2023,10,14,18,9.0,130.25
2023,10,14,19,8.91,127.27
2023,10,14,20,8.85,122.71
2023,10,14,21,8.87,118.01
2023,10,14,22,8.91,112.43
2023,10,14,23,8.45,108.32
2023,10,15,0,8.01,102.73
2023,10,15,1,7.04,108.52
2023,10,15,2,6.64,106.26
2023,10,15,3,6.03,96.4
2023,10,15,4,5.54,82.38
2023,10,15,5,5.35,73.81
2023,10,15,6,5.03,64.11
2023,10,15,7,4.2,52.79
2023,10,15,8,3.3,39.23
2023,10,15,9,2.2,12.95
2023,10,15,10,2.04,328.44
2023,10,15,11,2.36,298.01
2023,10,15,12,2.78,274.67
2023,10,15,13,3.13,257.32
2023,10,15,14,3.25,242.2
2023,10,15,15,3.19,224.5
2023,10,15,16,3.38,199.02
2023,10,15,17,4.49,171.29
2023,10,15,18,6.22,152.57
2023,10,15,19,6.94,137.92
2023,10,15,20,6.83,126.67
2023,10,15,21,6.51,121.0
2023,10,15,22,6.29,118.51
2023,10,15,23,6.08,118.38
2023,10,16,0,5.97,118.28
2023,10,16,1,5.89,117.38
2023,10,16,2,5.88,114.39
2023,10,16,3,5.73,107.69
2023,10,16,4,5.21,96.54
2023,10,16,5,4.65,80.73
2023,10,16,6,4.05,60.27
2023,10,16,7,3.93,32.17
2023,10,16,8,5.22,3.69
2023,10,16,9,4.94,347.02
2023,10,16,10,4.4,339.31
2023,10,16,11,4.15,338.26
2023,10,16,12,4.48,340.74
2023,10,16,13,4.58,336.28
2023,10,16,14,4.2,329.15
2023,10,16,15,3.78,324.6
2023,10,16,16,3.3,322.89
2023,10,16,17,2.67,319.87
2023,10,16,18,1.21,317.1
2023,10,16,19,0.95,121.61
2023,10,16,20,3.06,110.01
2023,10,16,21,4.35,96.29
2023,10,16,22,4.75,78.91
2023,10,16,23,4.53,54.26
2023,10,17,0,4.91,29.95
2023,10,17,1,5.78,15.93
2023,10,17,2,6.23,12.24
2023,10,17,3,5.85,13.13
2023,10,17,4,4.87,17.45
2023,10,17,5,3.98,32.57
2023,10,17,6,3.61,54.42
2023,10,17,7,3.0,66.04
2023,10,17,8,2.63,44.76
2023,10,17,9,4.5,358.81
2023,10,17,10,6.07,341.21
2023,10,17,11,7.17,330.33
2023,10,17,12,8.01,321.61
2023,10,17,13,8.41,314.59
2023,10,17,14,8.06,309.85
2023,10,17,15,6.56,298.21
2023,10,17,16,4.72,282.43
2023,10,17,17,3.5,261.0
2023,10,17,18,3.28,212.44
2023,10,17,19,4.64,180.39
2023,10,17,20,5.78,162.45
2023,10,17,21,6.06,148.38
2023,10,17,22,5.63,138.49
2023,10,17,23,5.19,135.31
2023,10,18,0,5.04,134.25
2023,10,18,1,5.08,130.08
2023,10,18,2,5.02,132.1
2023,10,18,3,4.61,136.51
2023,10,18,4,4.04,133.82
2023,10,18,5,3.83,128.79
2023,10,18,6,4.02,128.92
2023,10,18,7,4.45,131.44
2023,10,18,8,4.74,135.93
2023,10,18,9,4.77,138.32
2023,10,18,10,4.7,141.55
2023,10,18,11,4.8,145.61
2023,10,18,12,5.09,150.6
2023,10,18,13,5.6,154.04
2023,10,18,14,6.25,152.79
2023,10,18,15,7.02,149.04
2023,10,18,16,7.82,143.9
2023,10,18,17,8.65,139.25
2023,10,18,18,9.12,135.97
2023,10,18,19,8.72,134.02
2023,10,18,20,8.3,133.28
2023,10,18,21,7.96,132.25
2023,10,18,22,7.63,130.43
2023,10,18,23,7.29,129.0
2023,10,19,0,7.18,128.28
2023,10,19,1,7.02,127.35
2023,10,19,2,6.96,126.01
2023,10,19,3,7.02,125.53
2023,10,19,4,7.14,125.74
2023,10,19,5,7.33,125.45
2023,10,19,6,7.64,124.13
2023,10,19,7,8.16,117.42
2023,10,19,8,7.31,111.63
2023,10,19,9,5.96,114.45
2023,10,19,10,5.27,127.29
2023,10,19,11,5.37,133.53
2023,10,19,12,5.51,135.92
2023,10,19,13,5.82,141.93
2023,10,19,14,6.37,147.11
2023,10,19,15,7.01,150.58
2023,10,19,16,7.46,149.19
2023,10,19,17,7.77,143.38
2023,10,19,18,7.83,137.99
2023,10,19,19,7.98,134.37
2023,10,19,20,7.67,131.9
2023,10,19,21,7.34,131.07
2023,10,19,22,6.8,128.75
2023,10,19,23,6.17,129.66
2023,10,20,0,6.08,133.54
2023,10,20,1,6.58,132.84
2023,10,20,2,7.01,127.48
2023,10,20,3,7.06,124.73
2023,10,20,4,6.97,124.54
2023,10,20,5,6.98,124.6
2023,10,20,6,6.84,117.91
2023,10,20,7,6.44,104.9
2023,10,20,8,4.87,96.44
2023,10,20,9,3.03,94.58
2023,10,20,10,1.63,120.26
2023,10,20,11,1.74,172.78
2023,10,20,12,2.7,190.01
2023,10,20,13,3.8,189.58
2023,10,20,14,4.75,180.38
2023,10,20,15,5.72,167.46
2023,10,20,16,6.86,153.76
2023,10,20,17,7.89,140.18
2023,10,20,18,8.15,131.93
2023,10,20,19,7.63,126.85
2023,10,20,20,6.85,126.97
2023,10,20,21,6.38,130.53
2023,10,20,22,6.27,132.68
2023,10,20,23,6.21,132.5
2023,10,21,0,6.19,130.81
2023,10,21,1,6.3,129.26
2023,10,21,2,6.47,126.51
2023,10,21,3,6.63,123.62
2023,10,21,4,6.78,121.38
2023,10,21,5,7.09,118.66
2023,10,21,6,7.01,114.42
2023,10,21,7,6.71,107.91
2023,10,21,8,5.67,105.84
2023,10,21,9,4.62,110.06
2023,10,21,10,4.19,120.34
2023,10,21,11,4.26,129.42
2023,10,21,12,4.66,136.63
2023,10,21,13,5.35,141.41
2023,10,21,14,6.16,143.35
2023,10,21,15,7.1,142.97
2023,10,21,16,8.34,142.81
2023,10,21,17,9.6,141.14
2023,10,21,18,9.68,138.17
2023,10,21,19,9.43,133.93
2023,10,21,20,8.97,131.47
2023,10,21,21,8.53,129.17
2023,10,21,22,8.15,124.92
2023,10,21,23,8.07,117.31
2023,10,22,0,7.58,109.01
2023,10,22,1,6.6,104.05
2023,10,22,2,5.83,106.25
2023,10,22,3,5.68,109.01
2023,10,22,4,5.58,110.49
2023,10,22,5,5.44,112.73
2023,10,22,6,5.09,107.79
2023,10,22,7,4.43,99.94
2023,10,22,8,3.13,94.15
2023,10,22,9,1.56,83.69
2023,10,22,10,0.42,61.05
2023,10,22,11,0.26,333.43
2023,10,22,12,0.37,257.74
2023,10,22,13,1.2,210.07
2023,10,22,14,2.07,196.18
2023,10,22,15,2.82,181.43
2023,10,22,16,3.78,165.99
2023,10,22,17,5.59,150.89
2023,10,22,18,8.06,139.52
2023,10,22,19,8.82,131.09
2023,10,22,20,8.48,124.91
2023,10,22,21,7.39,121.25
2023,10,22,22,6.5,116.87
2023,10,22,23,5.96,115.62
2023,10,23,0,5.74,113.77
2023,10,23,1,5.54,111.17
2023,10,23,2,5.33,107.13
2023,10,23,3,4.95,98.35
2023,10,23,4,4.68,84.82
2023,10,23,5,4.78,70.11
2023,10,23,6,4.32,55.68
2023,10,23,7,3.03,41.34
2023,10,23,8,4.24,354.39
2023,10,23,9,5.24,335.5
2023,10,23,10,5.06,324.23
2023,10,23,11,4.81,316.12
2023,10,23,12,4.55,303.66
2023,10,23,13,4.28,286.88
2023,10,23,14,4.0,268.88
2023,10,23,15,3.7,250.92
2023,10,23,16,3.49,231.0
2023,10,23,17,3.92,202.12
2023,10,23,18,5.84,171.08
2023,10,23,19,6.7,148.44
2023,10,23,20,6.58,126.56
2023,10,23,21,6.16,112.5
2023,10,23,22,5.76,101.74
2023,10,23,23,5.5,92.28
2023,10,24,0,5.05,84.4
2023,10,24,1,4.26,78.13
2023,10,24,2,3.31,77.47
2023,10,24,3,2.77,71.92
2023,10,24,4,2.79,57.47
2023,10,24,5,2.91,42.94
2023,10,24,6,2.91,29.8
2023,10,24,7,2.22,13.84
2023,10,24,8,2.87,314.34
2023,10,24,9,4.83,301.79
2023,10,24,10,6.13,303.24
2023,10,24,11,7.0,305.09
2023,10,24,12,7.41,306.77
2023,10,24,13,7.4,304.9
2023,10,24,14,6.69,298.24
2023,10,24,15,5.51,285.63
2023,10,24,16,4.33,265.34
2023,10,24,17,3.75,228.8
2023,10,24,18,4.5,192.73
2023,10,24,19,5.0,180.9
2023,10,24,20,4.21,184.15
2023,10,24,21,2.64,199.03
2023,10,24,22,2.01,234.02
2023,10,24,23,2.46,240.26
2023,10,25,0,3.14,224.39
2023,10,25,1,3.67,203.89
2023,10,25,2,3.73,179.4
2023,10,25,3,3.58,163.66
2023,10,25,4,3.51,150.07
2023,10,25,5,3.15,143.16
2023,10,25,6,2.18,137.91
2023,10,25,7,0.34,210.74
2023,10,25,8,1.92,299.69
2023,10,25,9,3.47,305.01
2023,10,25,10,4.79,302.47
2023,10,25,11,5.72,293.76
2023,10,25,12,6.13,280.05
2023,10,25,13,5.62,253.86
2023,10,25,14,5.13,223.64
2023,10,25,15,4.89,197.36
2023,10,25,16,5.2,171.7
2023,10,25,17,5.91,146.37
2023,10,25,18,6.71,128.38
2023,10,25,19,6.72,118.68
2023,10,25,20,6.34,110.78
2023,10,25,21,5.39,106.49
2023,10,25,22,4.58,106.15
2023,10,25,23,4.05,100.57
2023,10,26,0,3.54,97.09
2023,10,26,1,3.26,104.0
2023,10,26,2,3.2,118.25
2023,10,26,3,3.39,131.92
2023,10,26,4,3.59,134.56
2023,10,26,5,3.9,131.67
2023,10,26,6,3.7,128.23
2023,10,26,7,2.27,142.42
2023,10,26,8,1.69,218.62
2023,10,26,9,3.52,255.87
2023,10,26,10,4.43,264.13
2023,10,26,11,4.77,267.47
2023,10,26,12,4.62,265.64
2023,10,26,13,4.73,260.97
2023,10,26,14,5.0,258.37
2023,10,26,15,4.07,251.88
2023,10,26,16,2.83,225.78
2023,10,26,17,3.45,179.61
2023,10,26,18,5.81,147.36
2023,10,26,19,7.8,126.49
2023,10,26,20,8.59,113.37
2023,10,26,21,8.45,111.59
2023,10,26,22,7.44,114.95
2023,10,26,23,6.25,115.6
2023,10,27,0,5.24,117.21
2023,10,27,1,4.82,135.72
2023,10,27,2,5.63,139.95
2023,10,27,3,5.61,137.26
2023,10,27,4,5.45,140.17
2023,10,27,5,6.18,134.13
